CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ΚΑΤΗΓΟΡΙΑ
11,5201083010169,ΜΕΒΓΑΛ 1L ΦΡΕΣΚΟ ΓΑΛΑ ΑΓΕΛΑΔΟΣ 1.5%,1.49,1.49,5201083010169.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,bazaar,08-01-2025,14-01-2025,
12,5208086433643,FARMER 410G ΓΑΛΑ ΠΛΗΡΕΣ ΕΒΑΠΟΡΕ,0.95,2.32,5208086433643.jpg,1,Γάλα Εβαπορέ,lt,,bazaar,08-01-2025,14-01-2025,
12,8716200615020,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 7.5%,1.06,2.65,8716200615020.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,08-01-2025,14-01-2025,
12,8716200615129,ΝΟΥΝΟΥ 400G ΓΑΛΑ ΕΒΑΠΟΡΕ 4%,1.06,2.65,8716200615129.jpg,0,Γάλα Εβαπορέ,lt,,bazaar,08-01-2025,14-01-2025,
13,5208086449972,ΣΤΡΟΥΓΓΑ 1KG ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 10%,2.69,2.69,5208086449972.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,bazaar,08-01-2025,14-01-2025,
14,5208086450404,ΣΤΡΟΥΓΓΑ 1KG ΓΙΑΟΥΡΤΙ ΣΤΡΑΓΓΙΣΤΟ 2%,2.69,2.69,5208086450404.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,bazaar,08-01-2025,14-01-2025,
15,11463,ΜΥΤΙΛΗΝΗΣ ΦΕΤΑ Π.Ο.Π /ΔΟΧΕΙΟ,8.99,8.99,11463.jpg,0,Τυρί Φέτα,kg,,bazaar,08-01-2025,14-01-2025,
16,5208086414468,ΑΓΡΟΚΤΗΜΑ ΓΚΟΥΝΤΑ 500G ΣΕ ΦΕΤΕΣ (FRESH PACK),3.68,7.36,5208086414468.jpg,1,Τυρί Γκούντα,kg,,bazaar,08-01-2025,14-01-2025,
17,5208086414789,PALADIN 200G / 10-ΦΕΤΕΣ FINESSE ΤΥΡΙ  Τ. ΓΚΟΥΝΤΑ,1.92,9.6,5208086414789.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,bazaar,08-01-2025,14-01-2025,
18,5201106271270,PUMMARO 500G PASSATA ΚΛΑΣΣΙΚΟ,0.85,1.7,5201106271270.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,bazaar,08-01-2025,14-01-2025,
18,5202908500001,THE RED FARM 500G ΤΟΜΑΤΑ PASSATA,0.57,1.14,5202908500001.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,bazaar,08-01-2025,14-01-2025,
19,5208086423408,ΑΓΡΟΚΤΗΜΑ 6-ΤΜΧ ΑΥΓΑ MEDIUM,1.49,0.25,5208086423408.jpg,1,Αυγά,τμχ,,bazaar,08-01-2025,14-01-2025,
20,8710448545064,REMIA GOLD 250G ΜΑΡΓΑΡΙΝΗ 80%  /ΑΛΟΥΜΙΝΟΧΑΡΤΟ,0.88,3.52,8710448545064.jpg,0,Μαργαρίνες,kg,,bazaar,08-01-2025,14-01-2025,
21,5208086449019,ΠΑΡΑΔΟΣΙΑΚΟ ΕΚΛΕΚΤΟ 1L ΕΛΑΙΟΛΑΔΟ ΕΞΑΙΡΕΤΙΚΟ ΠΑΡΘΕΝΟ,9.45,9.45,5208086449019.jpg,1,Παρθένο Ελαιόλαδο,lt,,bazaar,08-01-2025,14-01-2025,
22,5208086440979,FARMER 1L ΗΛΙΕΛΑΙΟ,1.7,1.7,5208086440979.jpg,1,Ηλιέλαιο,lt,,bazaar,08-01-2025,14-01-2025,
23,5201262001285,ΜΠΑΡΜΠΑ ΣΤΑΘΗ 1KG ΑΡΑΚΑΣ ΚΤΨ,2.9,2.9,5201262001285.jpg,0,Λαχανικά Κατεψυγμένα,kg,,bazaar,08-01-2025,14-01-2025,
23,5201262001292,ΜΠΑΡΜΠΑ ΣΤΑΘΗ 1KG ΦΑΣΟΛΑΚΙ ΣΤΡΟΓΓΥΛΟ ΚΤΨ,2.85,2.85,5201262001292.jpg,0,Λαχανικά Κατεψυγμένα,kg,,bazaar,08-01-2025,14-01-2025,
23,5208086414543,FARMER 1KG ΑΡΑΚΑΣ ΚΤΨ,1.95,1.95,5208086414543.jpg,1,Λαχανικά Κατεψυγμένα,kg,,bazaar,08-01-2025,14-01-2025,
23,5208086415182,FARMER 1KG ΦΑΣΟΛΑΚΙΑ ΣΤΡΟΓΓΥΛΑ ΚΤΨ,1.79,1.79,5208086415182.jpg,1,Λαχανικά Κατεψυγμένα,kg,,bazaar,08-01-2025,14-01-2025,
24,5200120913708,ΑΘΗΝΑΪΚΗ 1KG ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ,0.8,0.8,5200120913708.jpg,0,Λευκή Ζάχαρη,kg,,bazaar,08-01-2025,14-01-2025,
25,5201002000233,ΓΙΩΤΗΣ 300G FARINE LACTEE,2.76,9.2,5201002000233.jpg,0,Κρέμες για βρέφη,kg,,bazaar,08-01-2025,14-01-2025,
26,5201037503754,ΔΕΛΤΑ 1L ADVANCE ΓΑΛΑ ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ (ΦΙΑΛΗ),2.18,2.18,5201037503754.jpg,0,Γάλα για βρέφη,kg,,bazaar,08-01-2025,14-01-2025,
27,5208086444953,ΚΑΛΗΜΕΡΑ 100G ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ,1.19,11.9,5208086444953.jpg,1,Ελληνικός Καφές,kg,,bazaar,08-01-2025,14-01-2025,
28,5208086439508,INSTACOFFEE 200G ΣΤΙΓΜΙΑΙΟΣ ΚΑΦΕΣ CLASSIC,4.99,24.95,5208086439508.jpg,1,Στιγμιαίος Καφές,kg,,bazaar,08-01-2025,14-01-2025,
29,4000508087516,JACOBS 250G ΚΑΦΕΣ ΦΙΛΤΡΟΥ ΔΥΝΑΤΟΣ,5.59,22.36,4000508087516.jpg,0,Γαλλικός Καφές,kg,,bazaar,08-01-2025,14-01-2025,
30,5208086444717,DELISSA 200G ΦΡΟΥΚΤΟΖΗ,1.19,5.95,5208086444717.jpg,1,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,bazaar,08-01-2025,14-01-2025,
32,5201502117127,AGRINO 500G ΦΑΚΕΣ ΨΙΛΕΣ ΚΑΝΑΔΑ,1.94,3.88,5201502117127.jpg,0,Φακές,kg,,bazaar,08-01-2025,14-01-2025,
32,5208086400089,FARMER 500G ΦΑΚΕΣ ΨΙΛΕΣ,0.99,1.98,5208086400089.jpg,1,Φακές,kg,,bazaar,08-01-2025,14-01-2025,
33,5208086441310,ΑΓΡΟΚΤΗΜΑ 1L ΦΥΣ. ΧΥΜΟΣ 100% ΠΟΡΤΟΚΑΛΙ ΛΑΚΩΝΙΑΣ,1.25,1.25,5208086441310.jpg,1,Χυμός Πορτοκάλι,lt,,bazaar,08-01-2025,14-01-2025,
35,5208086445820,ALLDAY CLEAN 3L 30ΜΕΖ ΥΓΡΟ ΠΛΥΝΤ. ΛΩΤΟΣ ΟΡΧΙΔΕΑ,3.59,0.12,5208086445820.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,bazaar,08-01-2025,14-01-2025,
36,5208086416387,BAZAAR 1L PLUS ΚΑΘΑΡΙΣΤΙΚΟ ΑΡΩΜΑ ΦΡΕΣΚΑΔΑΣ,1.35,1.35,5208086416387.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,bazaar,08-01-2025,14-01-2025,
36,5208086441815,ALLDAY CLEAN 2L ΧΛΩΡΙΟ REGULAR,0.95,0.47,5208086441815.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,bazaar,08-01-2025,14-01-2025,
37,5208086446322,ALLDAY 1L ΥΓΡΟ ΠΙΑΤΩΝ LEMON,0.99,0.99,5208086446322.jpg,1,Απορρυπαντικά Πιάτων,lt,,bazaar,08-01-2025,14-01-2025,
38,5208086449415,SOFTIES 800G ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ ΛΕΥΚΟ,2.5,3.13,5208086449415.jpg,1,Χαρτί Κουζίνας,kg,,bazaar,08-01-2025,14-01-2025,
39,8717163434062,AIM 75ML HERBAL FAMILY PROTECTION ΟΔΟΝΤΟΚΡΕΜΑ,1.15,15.33,8717163434062.jpg,0,Οδοντόκρεμα,kg,,bazaar,08-01-2025,14-01-2025,
40,5208086432677,BAZAAR SOFTIES 10-ΤΜΧ ΡΟΛΑ ΥΓΕΙΑΣ 3-ΦΥΛΛΑ (112Gx10),3.59,3.21,5208086432677.jpg,1,Χαρτί Υγείας,τμχ,,bazaar,08-01-2025,14-01-2025,
42,4008713713770,BRUGGEN 500G ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ ΟΛΙΚΗΣ ΑΛΕΣΗΣ,0.96,1.92,4008713713770.jpg,0,Προϊόντα Βρώμης,kg,,bazaar,08-01-2025,14-01-2025,
44,5201109601661,ΠΑΠΟΥΤΣΑΝΗ ΚΑΡΑΒΑΚΙ 125G ΣΑΠΟΥΝΙ ΛΕΥΚΟ,0.76,6.08,5201109601661.jpg,0,Σαπούνι Στερεό,kg,,bazaar,08-01-2025,14-01-2025,
45,5207350000024,SENSI 10-ΤΜΧ ΑΝΟΙΧΤΗ ΠΑΝΑ ΕΝΗΛΙΚΩΝ MEDIUM,4.99,0.5,5207350000024.jpg,1,Πάνες Ακράτειας,τμχ,,bazaar,08-01-2025,14-01-2025,
46,4015400278818,PAMPERS 52-ΤΜΧ PREMIUM CARE JUMBO No4  9-14KG,13.63,0.26,4015400278818.jpg,0,Πάνες για Μωρά,τμχ,,bazaar,08-01-2025,14-01-2025,
47,5208086442256,ALLDAY 80-ΤΜΧ ΜΩΡΟΜΑΝΤΗΛΑ ALOE VERA,0.79,0.01,5208086442256.jpg,1,Μωρομάντηλα,τμχ,,bazaar,08-01-2025,14-01-2025,
48,3574669907781,JOHNSON'S BABY 750ML ΣΑΜΠΟΥΑΝ REGULAR /ΑΝΤΛΙΑ,2.79,3.72,3574669907781.jpg,0,Σαμπουάν για Μωρά,lt,,bazaar,08-01-2025,14-01-2025,
49,5208086440276,JOLLY DOG 300G ΣΚΥΛΟΤΡΟΦΗ ΔΙΣΚΑΚΙ ΠΑΤΕ ΒΟΔΙΝΟ ΚΑΡΟΤΑ,0.89,2.97,5208086440276.jpg,1,Τροφή για Σκύλους,kg,,bazaar,08-01-2025,14-01-2025,
50,5208086439829,JOLLY CAT 100G ΓΑΤΟΤΡΟΦΗ ΔΙΣΚΑΚΙ ΠΑΤΕ ΒΟΔΙΝΟ ΚΑΡΔΙΑ,0.41,4.1,5208086439829.jpg,1,Τροφή για γάτες,kg,,bazaar,08-01-2025,14-01-2025,
51,5203064007373,ΑΛΛΑΤΙΝΗ 1KG(-0.30) ΑΛΕΥΡΙ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ,1.35,1.35,5203064007373.jpg,0,Αλεύρι,kg,,bazaar,08-01-2025,14-01-2025,
51,5208086441402,ΑΓΡΟΚΤΗΜΑ 1KG ΑΛΕΥΡΙ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ Τ70%,0.65,0.65,5208086441402.jpg,1,Αλεύρι,kg,,bazaar,08-01-2025,14-01-2025,
53,5202575007469,CRETA TOSTAKI 160G ΧΩΡ. ΓΛΟΥΤΕΝΗ ΠΑΡΙΖΑ ΦΕΤΕΣ,0.75,4.69,5202575007469.jpg,0,Πάριζα,kg,,bazaar,08-01-2025,14-01-2025,
54,5208086421121,FARMER 1L 3.5% ΓΑΛΑ ΜΑΚΡΑΣ ΔΙΑΡΚ.ΜΕ ΚΑΠΑΚΙ,1.05,1.05,5208086421121.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,bazaar,08-01-2025,14-01-2025,
55,5208086421275,FARMER 1L 1.5% ΓΑΛΑ ΜΑΚΡΑΣ ΔΙΑΡΚ.ΜΕ ΚΑΠΑΚΙ,0.99,0.99,5208086421275.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,bazaar,08-01-2025,14-01-2025,
56,5208086426430,ΑΓΡΟΚΤΗΜΑ 400G ΛΕΥΚΟ ΤΥΡΙ (vacuum),2.49,6.22,5208086426430.jpg,1,Λευκό τυρί,kg,,bazaar,08-01-2025,14-01-2025,
57,5201502117028,AGRINO 500G ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ,2.09,4.18,5201502117028.jpg,0,Φασόλια,kg,,bazaar,08-01-2025,14-01-2025,
57,5208086400058,FARMER 500G ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ ΚΑΝΑΔΑ,1.09,2.18,5208086400058.jpg,1,Φασόλια,kg,,bazaar,08-01-2025,14-01-2025,
58,5201399011317,3Α 500G ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ ΕΙΣΑΓΩΓΗΣ,2.75,5.5,5201399011317.jpg,0,Ρεβύθια,kg,,bazaar,08-01-2025,14-01-2025,
58,5208086400072,FARMER 500G ΡΕΒΥΘΙΑ ΧΟΝΤΡΑ,1.45,2.9,5208086400072.jpg,1,Ρεβύθια,kg,,bazaar,08-01-2025,14-01-2025,
52,80021681,ΣΤΗΘΟΣ ΒΟΕΙΟΥ Μ/Ο ΓΑΛΛΙΑΣ - ΙΣΠΑΝΙΑΣ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),8.90,8.90,default_kalathi.png,0,Μοσχάρι,kg,xmas,galaxias,08-01-2025,14-01-2025,Νωπό βόειο (συσκευασμένο ή μη)
1,80037925,ΑΡΙΣΤΟΝ ΡΥΖΙ ΚΑΡΟΛΙΝΑ 500ΓΡ.,1.68,3.36,default_kalathi.png,0,Ρύζι,Kg,,galaxias,08-01-2025,14-01-2025,Ρύζι
2,299948,ΠΑΠΑΔΟΠΟΥΛΟΥ ΓΕΥΣΗ ΣΙΤΟΥ 700ΓΡ.,1.45,2.07,default_kalathi.png,0,Ψωμί για Tοστ,Kg,,galaxias,08-01-2025,14-01-2025,Ψωμί για τοστ
3,80020651/80020650,ΑΡΤΟΠΑΡΑΣΚΕΥΑΣΜΑ ΧΩΡΙΑΤΙΚΟ Ή ΧΩΡΙΑΤΙΚΟ ΣΟΥΣΑΜΕΝΙΟ 350γρ ΨΗ.-ΚΑΤ.,0.75,2.14,default_kalathi.png,0,Ψωμί Φραντζόλα,Kg,,galaxias,08-01-2025,14-01-2025,Ψωμί φραντζόλα ((τυποποιημένο/συσκευασμένο)
3,80040041,ΚΑΤΣΕΛΗΣ ΔΙΠΛΟΖΥΜΩΤΟ ΣΤΑΡΕΝΙΟ ΠΡΟΖΥΜΕΝΙΟ ΨΩΜΙ ΣΕ ΦΕΤΕΣ 500ΓΡ ,1.68,3.36,default_kalathi.png,0,Ψωμί Φραντζόλα,Kg,,galaxias,08-01-2025,14-01-2025,Ψωμί φραντζόλα ((τυποποιημένο/συσκευασμένο)
4,80049846,FORMA ΦΡΥΓΑΝΙΑ ΣΙΚΑΛΗΣ ΟΙΚΟΓ.ΣΥΣΚ.360ΓΡ.,1.35,3.75,default_kalathi.png,0,Φρυγανιές,Kg,,galaxias,08-01-2025,14-01-2025,Φρυγανιές
5,200101,ΜΕΛΙΣΣΑ ΜΑΚΑΡΟΝΙΑ ΝΟ6 500ΓΡ.,0.75,1.50,default_kalathi.png,0,Μακαρόνια Νο 6,Kg,,galaxias,08-01-2025,14-01-2025,Μακαρόνια Νο 6
6,80027769,ΣΠΑΛΑ ΧΟΙΡΙΝΗ Μ/Ο ΟΛΛΑΝΔΙΑΣ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),5.80,5.80,default_kalathi.png,0,Νωπό Χοιρινό,Kg,,galaxias,08-01-2025,14-01-2025,Νωπό χοιρινό (συσκευασμένο ή μη)
6,80027752,ΜΠΟΥΤΙ ΧΟΙΡΙΝΟ Μ/Ο ΟΛΛΑΝΔΙΑΣ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),5.80,5.80,default_kalathi.png,0,Νωπό Χοιρινό,Kg,,galaxias,08-01-2025,14-01-2025,Νωπό χοιρινό (συσκευασμένο ή μη)
7,80044072,ΒΛΑΧΙΚΟ ΕΛΛΗΝIKO ΚΟΤΟΠΟΥΛΟ ΟΛΟΚΛΗΡΟ ΝΩΠΟ ΤΥΠΟΠΟΙΗΜΕΝΟ,2.90,2.90,default_kalathi.png,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,galaxias,08-01-2025,14-01-2025,Νωπό κοτόπουλο (συσκευασμένο ή μη)
7,80027945,ΚΟΤΟΠΟΥΛΟ ΟΛΟΚΛΗΡΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ  ΧΥΜΑ (ΚΑΤΑΣΤΗΜΑΤΑ ΕΥΒΟΙΑΣ με τμήμα Κρεοπωλείου) ,2.90,2.90,default_kalathi.png,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,galaxias,08-01-2025,14-01-2025,Νωπό κοτόπουλο (συσκευασμένο ή μη)
7,80044741,ΒΛΑΧΙΚΟ ΜΠΟΥΤΙ ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΤΥΠΟΠΟΙΗΜΕΝΟ (Καταστήματα που διαθέτουν μόνο τυποποιημένα κρέατα),3.55,3.55,default_kalathi.png,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,galaxias,08-01-2025,14-01-2025,Νωπό κοτόπουλο (συσκευασμένο ή μη)
7,80027956,ΦΤΕΡΟΥΓΑ ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΗ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),2.50,2.50,default_kalathi.png,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,galaxias,08-01-2025,14-01-2025,Νωπό κοτόπουλο (συσκευασμένο ή μη)
8,80009714,ΠΑΣΣΙΑΣ Χ.ΓΛΟΥΤ. ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ ΣΤΡΟΓΓΥΛΗ,8.98,8.98,default_kalathi.png,0,Γαλοπούλα,Kg,,galaxias,08-01-2025,14-01-2025,Γαλοπούλα 
8,80012354,TOSTAKI ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ 160ΓΡ.,2.09,13.06,default_kalathi.png,0,Γαλοπούλα,Kg,,galaxias,08-01-2025,14-01-2025,Γαλοπούλα 
9,80023930,ΠΑΓΚΑΣΙΟΥΣ ΦΙΛ.Δ/Φ 1000ΓΡ.(Κ.Β.800ΓΡ.),4.75,5.94,default_kalathi.png,0,Ψάρια Κατεψυγμένα,Kg,,galaxias,08-01-2025,14-01-2025,Ψάρια Κατεψυγμένα 
10,80030760,ΜΑΝΔΡΕΚΑ ΦΡΕΣΚΟ ΓΑΛΑ ΠΛΗΡΕΣ 1ΛΤ (ΝΟΜΟΙ ΑΧΑΪΑΣ - ΚΟΡΙΝΘΟΥ - ΑΡΓΟΛΙΔΑΣ),1.22,1.22,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο πλήρες
10,80030387,ΘΕΣ ΓΑΛΑ ΓΑΛΑ ΑΓΕΛΑΔΟΣ ΠΛΗΡΕΣ 1LT (ΜΟΝΟ ΘΕΣΣΑΛΙΑ),1.32,1.32,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο πλήρες
10,351077,ΜΕΒΓΑΛ ΓΑΛΑ ΑΓΕΛΑΔΑΣ ΛΕΥΚΟ ΠΛΗΡΕΣ 3.7% 1LT (ΘΕΣΣΑΛΙΑ- ΜΑΚΕΔΟΝΙΑ- ΘΡΑΚΗ),1.05,1.05,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο πλήρες
10,80036843,ΣΕΡΓΑΛ ΓΑΛΑ ΦΡΕΣΚΟ ΠΛΗΡΕΣ 1LT (ΜΑΚΕΔΟΝΙΑ - ΘΡΑΚΗ),1.12,1.12,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο πλήρες
10,80041171,ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΦΡΕΣΚΟ ΓΑΛΑ ΠΛΗΡΕΣ 1ΛΤ,1.68,1.68,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο πλήρες
10,352830,ΔΩΔΩΝΗ ΓΑΛΑ ΠΛΗΡΕΣ 3.5%ΛΙΠ. 1LT (ΜΟΝΟ ΗΠΕΙΡΟΣ ),1.35,1.35,default_kalathi.png,0,Γάλα Φρέσκο Πλήρες,lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο πλήρες
11,80030761,ΜΑΝΔΡΕΚΑ ΦΡΕΣΚΟ ΓΑΛΑ ΕΛΑΦΡΥ 1ΛΤ (ΝΟΜΟΙ ΑΧΑΪΑΣ - ΚΟΡΙΝΘΟΥ - ΑΡΓΟΛΙΔΑΣ),1.22,1.22,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο χαμηλά λιπαρά <2%
11,80030386,ΘΕΣ γαλα  ΓΑΛΑ ΑΓΕΛΑΔΟΣ ΕΛΑΦΡΥ 1LT (ΜΟΝΟ ΘΕΣΣΑΛΙΑ),1.32,1.32,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο χαμηλά λιπαρά <2%
11,351080,ΜΕΒΓΑΛ ΓΑΛΑ ΑΓΕΛΑΔΑΣ ΛΕΥΚΟ LIGHT 1.5% 1LT (ΘΕΣΣΑΛΙΑ - ΜΑΚΕΔΟΝΙΑ- ΘΡΑΚΗ),1.05,1.05,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο χαμηλά λιπαρά <2%
11,80036845,ΣΕΡΓΑΛ ΓΑΛΑ ΦΡΕΣΚΟ ΕΛΑΦΡΥ 1LT (ΜΑΚΕΔΟΝΙΑ - ΘΡΑΚΗ),1.12,1.12,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο χαμηλά λιπαρά <2%
11,80041175,ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΦΡΕΣΚΟ ΓΑΛΑ ΕΛΑΦΡΥ 1ΛΤ,1.68,1.68,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο χαμηλά λιπαρά <2%
11,352831,ΔΩΔΩΝΗ  ΓΑΛΑ ΕΛΑΦΡΥ 1LT (ΜΟΝΟ ΗΠΕΙΡΟΣ),1.35,1.35,default_kalathi.png,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,galaxias,08-01-2025,14-01-2025,Γάλα φρέσκο χαμηλά λιπαρά <2%
12,320101,ΒΛΑΧΑΣ ΕΒΑΠΟΡΕ 410ΓΡ,1.16,2.83,default_kalathi.png,0,Γάλα Εβαπορέ,lt,,galaxias,08-01-2025,14-01-2025,Γάλα εβαπορέ
12,320106,ΒΛΑΧΑΣ ΕΛΑΦΡΥ ΕΒΑΠΟΡΕ 410ΓΡ.,1.16,2.83,default_kalathi.png,0,Γάλα Εβαπορέ,lt,,galaxias,08-01-2025,14-01-2025,Γάλα εβαπορέ
13,80044672,ΚΟΛΙΟΣ 2+1ΔΩΡΟ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 3.85% 200ΓΡ.      ,1.65,2.75,default_kalathi.png,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,galaxias,08-01-2025,14-01-2025,Γιαούρτι από γάλα αγελάδος χωρίς γεύσεις
14,80044673,ΚΟΛΙΟΣ 2+1ΔΩΡΟ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2% 200ΓΡ.      ,1.65,2.75,default_kalathi.png,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,galaxias,08-01-2025,14-01-2025,Γιαούρτι από γάλα αγελάδος χωρίς γεύσεις (Χαμηλά λιπαρά <2%)
15,80044008,ΦΕΤΑ ΤΥΡΙ ΤΡΙΚΑΛΩΝ ΠΟΠ ΔΟΧΕΙΟ  ΤΟ ΚΙΛΟ,9.98,9.98,default_kalathi.png,0,Τυρί Φέτα,kg,,galaxias,08-01-2025,14-01-2025,Τυρί Φέτα
16,80044595,GOUDA ΟΛΛΑΝΔΙΑΣ GRANDE ΦΡΑΤΖΟΛΑ (ΑΤΤΙΚΗ-ΣΤΕΡΕΑ ΕΛΛΑΔΑ-ΠΕΛΟΠΟΝΝΗΣΟΣ),6.90,6.90,default_kalathi.png,0,Τυρί Γκούντα,kg,,galaxias,08-01-2025,14-01-2025,Τυρί Γκούντα
16,80026306,ROYAL ΓΚΟΥΝΤΑ 48% ΟΛΛΑΝΔ. ΦΡΑΤΖΟΛΑ 3 KG ΕΖ (ΘΕΣΣΑΛΙΑ-ΒΟΡΕΙΑ ΕΛΛΑΔΑ),6.90,6.90,default_kalathi.png,0,Τυρί Γκούντα,kg,,galaxias,08-01-2025,14-01-2025,Τυρί Γκούντα
16,80047191,ROLANDA GOUDA 48% ΦΡΑΤΖΟΛ. (ΠΡ.ΓΑΛ. Ε.Ε) (ΠΕΛΟΠΟΝΝΗΣΟΣ-ΑΤΤΙΚΗ-ΣΤΕΡΕΑ),6.90,6.90,default_kalathi.png,0,Τυρί Γκούντα,kg,,galaxias,08-01-2025,14-01-2025,Τυρί Γκούντα
16,80022273,LEADER GOUDA  ΦΕΤΕΣ 200ΓΡ.,1.38,6.90,default_kalathi.png,0,Τυρί Γκούντα,kg,,galaxias,08-01-2025,14-01-2025,Τυρί Γκούντα
17,80004261,GOUDA LIGHT ΦΕΤΕΣ ΓΕΡΜΑΝΙΑΣ 200ΓΡ. NEUTRAL (LEADER),1.51,7.55,default_kalathi.png,0,Τυρί με Χαμηλά Λιπαρά,kg,,galaxias,08-01-2025,14-01-2025,Τυρί με Χαμηλά Λιπαρά
17,360132,DIROLLO CLASSIC (ΠΡΟΕΛ.ΓΑΛ.Ε.Ε.),10.34,10.34,default_kalathi.png,0,Τυρί με Χαμηλά Λιπαρά,kg,,galaxias,08-01-2025,14-01-2025,Τυρί με Χαμηλά Λιπαρά
18,80044320,ΡΕΑ TOMATO PASSATA  500GR ,0.59,1.18,default_kalathi.png,0,Χυμός Τομάτας Διατηρημένος,kg,,galaxias,08-01-2025,14-01-2025,Χυμός τομάτας διατηρημένος
