CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ENRICHED
51,5201544018406,ΑΛΕΥΡΙ ΜΥΛΟΙ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ ΟΙΚΟΓ.ΣΥΣΚΕΥΑΣΙΑ 3Χ1ΚG,2.96,0.99,1646923.jpg,0,Αλεύρι,kg,,sklavenitis,17-09-2025,23-09-2025,
53,0,ΠΑΡΙΖΑ TOSTAKI ΕΛΛΑΔΑΣ,3.9,3.9,1117707.jpg,0,Πάριζα,kg,,sklavenitis,17-09-2025,23-09-2025,
53,5202575007469,ΠΑΡΙΖΑ TOSTAKI ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ 160G,0.95,5.94,1210849.jpg,0,Πάριζα,kg,,sklavenitis,17-09-2025,23-09-2025,
54,5206851036860,ΓΑΛΑ ΝΟΥΝΟΥ FAMILY ΠΛΗΡΕΣ ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 1L,2.06,2.06,5203849.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,sklavenitis,17-09-2025,23-09-2025,"{'product_id': 4866, 'brand': 'ΝΟΥΝΟΥ', 'detailed_category': 'Γάλατα, Ροφήματα & Χυμοί ψυγείου', 'sub_category': 'Γάλατα ψυγείου', 'sub_sub_category': 'Γάλατα Αγελάδος υψηλής παστερίωσης', 'unit': 'ανά λιτ', 'catalog_description': 'ΝΟΥΝΟΥ FAMILY ΓΑΛΑ 3. 6%ΛΙΠ. 12/1L', 'logo': 'ΝΟΥΝΟΥ_FAMILY_3. 5percent_1LT_NEW.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
55,5206851036877,ΓΑΛΑ ΝΟΥΝΟΥ FAMILY ΕΛΑΦΡΥ ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 1L,2.06,2.06,5203815.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,sklavenitis,17-09-2025,23-09-2025,"{'product_id': 4862, 'brand': 'ΝΟΥΝΟΥ', 'detailed_category': 'Γάλατα, Ροφήματα & Χυμοί ψυγείου', 'sub_category': 'Γάλατα ψυγείου', 'sub_sub_category': 'Γάλατα Αγελάδος υψηλής παστερίωσης', 'unit': 'ανά λιτ', 'catalog_description': 'ΝΟΥΝΟΥ FAMILY ΓΑΛΑ 1. 5% ΛΙΠ. 12/1L', 'logo': 'ΝΟΥΝΟΥ_FAMILY_LIGHT_1LT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
56,5200103210589,ΤΥΡΙ ΛΕΥΚΟ ΦΑΡΜΑ ΚΑΡΑΛΗ 400G,2.56,6.4,1654541.jpg,0,Λευκό τυρί,kg,,sklavenitis,17-09-2025,23-09-2025,
56,0,ΛΕΥΚΟ ΤΥΡΙ ΦΑΡΜΑ ΚΑΡΑΛΗ ΔΟΧΕΙΟ,6.4,6.4,1657298.jpg,0,Λευκό τυρί,kg,,sklavenitis,17-09-2025,23-09-2025,
57,5201399011201,ΦΑΣΟΛΙΑ 3 ΑΛΦΑ ΜΕΤΡΙΑ ΕΙΣΑΓ.500G,2.3,4.6,4141750.jpg,0,Φασόλια,kg,,sklavenitis,17-09-2025,23-09-2025,"{'product_id': 4421, 'brand': '3AΛΦΑ', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Όσπρια', 'sub_sub_category': 'Φασόλια', 'unit': 'ανά κιλ', 'catalog_description': '3ΑΛΦΑ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 20/500G', 'logo': '3αλφα_BEANS_MEDIUM_500GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
58,5202576358591,ΡΕΒΙΘΙΑ ΣΚΛΑΒΕΝΙΤΗΣ ΧΟΝΔΡΑ ΕΛΛΗΝΙΚΑ 500G,1.65,3.3,1223393.jpg,1,Ρεβύθια,kg,,sklavenitis,17-09-2025,23-09-2025,
58,5201399010334,ΡΕΒΙΘΙΑ 3 ΑΛΦΑ ΑΠΟΦΛ/ΝΑ 500G.,3.7,7.4,4143392.jpg,0,Ρεβύθια,kg,,sklavenitis,17-09-2025,23-09-2025,"{'product_id': 4419, 'brand': '3AΛΦΑ', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Όσπρια', 'sub_sub_category': 'Ρεβίθια, Φάβα & άλλα Όσπρια', 'unit': 'ανά κιλ', 'catalog_description': '3ΑΛΦΑ ΡΕΒΙΘΙΑ ΑΠΟΦΛΟΙΩΜΕΝΑ 20/500G', 'logo': '3αλφα_CHICK-PEAS_AP-NO_500GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
52,2112038000000,ΒΟΕΙΟΝ ΣΠΑΛΑ ΓΑΛΛΙΑΣ Α/Ο ΝΩΠΟ(ΚΙΛΟ),13.50,13.50,14551.jpg,0,Μοσχάρι,kg,,synka,17-09-2025,23-09-2025,"{'product_id': 5906, 'brand': 'Ν/Α', 'detailed_category': 'Φρέσκο Κρέας', 'sub_category': 'Φρέσκο Χοιρινό', 'sub_sub_category': 'Σπάλα χοιρινή', 'unit': 'ανά κιλ', 'catalog_description': 'ΒΟΕΙΟΝ ΣΠΑΛΑ ΕΛΛΗΝΙΚΟ Α/Ο(ΚΙΛΟ)ΝΩΠΟ', 'logo': 'Σπάλα_Βόειου_ΑΟ_Νωπή_Ελλ_Εκτρ_Άνω_Των_5_Μην.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.87}"
1,15203278052715,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΡΥΖΙ ΚΑΡΟΛΙΝΑ ΑΔΕΝΔΡΟΥ 1Κ,1.99,1.99,279478.jpg,1,Ρύζι,Kg,,synka,17-09-2025,23-09-2025,
1,5203278043624,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΡΥΖΙ ΜΠΟΝΕΤ ΧΑΛΑΣΤΡΑΣ 1Κ,1.99,1.99,279477.jpg,1,Ρύζι,Kg,,synka,17-09-2025,23-09-2025,
1,5201237202013,ΩΜΕΓΑ SPEC.ΡΥΖΙ ΚΑΡΟΛ.ΕΓΧ.500ΓΡ,2.00,4.00,37278.jpg,0,Ρύζι,Kg,,synka,17-09-2025,23-09-2025,
2,5201485005589,ΤΟΣΤ ΣΙΤΟΥ ΦΟΡΜΑ 700ΓΡ.ΚΡΙΣ-ΚΡΙΣ,1.42,2.03,121832.jpg,0,Ψωμί για Tοστ,Kg,,synka,17-09-2025,23-09-2025,"{'product_id': 3179, 'brand': 'ΚΡΙΣ ΚΡΙΣ', 'detailed_category': 'Είδη Αρτοζαχαροπλαστείου', 'sub_category': 'Ψωμί τυποποιημένο', 'sub_sub_category': 'Ψωμί για τοστ σίκαλης & ολικής', 'unit': 'ανά κιλ', 'catalog_description': 'ΚΡΙΣ ΚΡΙΣ ΣΤΑΡΕΝΙΟ 700G', 'logo': 'Κρις_Κρις_Αρτ/μα_Τοστ_Φόρμα_Σίτου_700G_Κρις.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
3,5201673006503,ΚΑΤΣΕΛΗΣ ΔΙΠΛΟΖΥΜΩΤΟ ΠΡΟΖ.ΣΤΑΡΕΝΙΟ 500ΓΡ.,1.68,3.36,271675.jpg,0,Ψωμί Φραντζόλα,Kg,,synka,17-09-2025,23-09-2025,"{'product_id': 3185, 'brand': 'ΚΑΤΣΕΛΗΣ', 'detailed_category': 'Είδη Αρτοζαχαροπλαστείου', 'sub_category': 'Ψωμί & Αρτοσκευάσματα', 'sub_sub_category': 'Μπαγκέτα, Μαργαρίτα & άλλα Ψωμιά για σάντουιτς', 'unit': 'ανά κιλ', 'catalog_description': 'ΚΑΤΣΕΛΗΣ ΔΙΠ/ΤΟ ΣΤΑΡΕΝΙΟ ΠΡΟΖ. ΦΕΤ. 500G.', 'logo': 'Κατσέλης_Diploz_Star_Proz_Psomi_Fet_5.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
4,5203278035193,MR GRAND ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΙΟΥ 4Χ125ΓΡ,1.39,2.78,279034.jpg,1,Φρυγανιές,Kg,,synka,17-09-2025,23-09-2025,
4,5201485000188,ΦΡΥΓ.ELITE ΣΤΑΡΕΝΙΕΣ Ν1 250ΓΡ.ΧΑΡΤ ,1.24,4.96,2788.jpg,0,Φρυγανιές,Kg,,synka,17-09-2025,23-09-2025,"{'product_id': 4485, 'brand': 'ELITE', 'detailed_category': 'Είδη Αρτοζαχαροπλαστείου', 'sub_category': 'Κριτσίνια, Παξιμάδια & Φρυγανιές', 'sub_sub_category': 'Φρυγανιές & Κρουτόν', 'unit': 'ανά κιλ', 'catalog_description': 'ELITE ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΙΟΥ Ν. 1 24/250G', 'logo': 'Elite_STARENIA_N1_250GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
5,5201013012508,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Ν.6 500ΓΡ,0.67,1.34,255587.jpg,0,Μακαρόνια Νο 6,Kg,,synka,17-09-2025,23-09-2025,"{'product_id': 4331, 'brand': 'ΜΑΚΒΕΛ', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Ζυμαρικά', 'sub_sub_category': 'Μακαρόνια', 'unit': 'ανά κιλ', 'catalog_description': 'ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ ΝΟ 6 24/500G', 'logo': 'Makbel_MAK. NO6_500G.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
5,5203278017953,MR GRAND ΜΑΚΑΡΟΝΙΑ Ν.6 500ΓΡ,0.65,1.30,278969.jpg,1,Μακαρόνια Νο 6,Kg,,synka,17-09-2025,23-09-2025,
6,2112612000000,ΧΟΙΡ.ΜΠΡΙΖΟΛΑ Α/Ο(ΤΑΛΙΑΤΑ)ΕΛΛΗΝ ΝΩΠΗ(ΚΙΛΟ),6.16,6.16,228221.jpg,0,Νωπό Χοιρινό,Kg,,synka,17-09-2025,23-09-2025,
7,2112147000000,ΚΟΤΟΠ./ΠΟΥΛ Τ.70% ΕΛΛΗΝΙΚΟ ΝΩΠΟ(ΚΙΛΟ).,2.99,2.99,3902.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,synka,17-09-2025,23-09-2025,
8,2110893000000,ΓΑΛΟΠΟΥΛΑ ΚΑΠΝ.Θ/Γ F/S ΧΩΡ.ΓΛΟΥΤ.10Χ10,7.85,7.85,223533.jpg,0,Γαλοπούλα,Kg,,synka,17-09-2025,23-09-2025,
8,2110880000000,ΓΑΛΟΠΟΥΛΑ Θ/Γ ΒΡΑΣΤ.10Χ10(ΚΙΛΟ)Χ.ΓΛΟΥΤ.ΥΦΑΝΤΗ,7.22,7.22,230782.jpg,0,Γαλοπούλα,Kg,,synka,17-09-2025,23-09-2025,
9,2114126000000,ΒΑΚΑΛΑΟΣ Α/Κ 500/800 ΣΥΡ. ΑΡΓΕΝΤΙΝΗΣ ΚΤΨ,5.90,5.90,101416.jpg,0,Ψάρια Κατεψυγμένα,Kg,,synka,17-09-2025,23-09-2025,
10,5201037508896,ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΦΡΕΣΚΟ ΓΑΛΑ ΠΛΗΡΕΣ 1L,1.73,1.73,276111.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,synka,17-09-2025,23-09-2025,"{'product_id': 4873, 'brand': 'ΔΕΛΤΑ', 'detailed_category': 'Γάλατα, Ροφήματα & Χυμοί ψυγείου', 'sub_category': 'Γάλατα ψυγείου', 'sub_sub_category': 'Γάλατα Αγελάδος φρέσκα', 'unit': 'ανά λιτ', 'catalog_description': 'ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΦΡΕΣ ΓΑΛΑ ΠΛΗΡΕΣ 12/1L', 'logo': 'Δελτα_KATHIMERINA_FRESKO_3. 5percent_1LT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
11,5201037508902,ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΦΡΕΣΚΟ ΓΑΛΑ ΕΛΑΦΡΥ 1L,1.73,1.73,276114.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,synka,17-09-2025,23-09-2025,"{'product_id': 3528, 'brand': 'ΔΕΛΤΑ', 'detailed_category': 'Γάλατα, Ροφήματα & Χυμοί ψυγείου', 'sub_category': 'Φυτικά & Άλλα ροφήματα Ψυγείου', 'sub_sub_category': 'Φυτικά ροφήματα Σόγιας, Καρύδας & άλλες γεύσεις', 'unit': 'ανά λιτ', 'catalog_description': 'ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΦΡΕΣ ΓΑΛΑ ΕΛΑΦΡΥ 12/1L', 'logo': 'Δελτα_Rof. _Brwmhs&_3_Super_Spor. 1L.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
12,8716200054782,ΝΟΥΝΟΥ ΕΒΑΠΟΡΕ 170ΓΡ,0.78,4.59,1018.jpg,0,Γάλα Εβαπορέ,lt,,synka,17-09-2025,23-09-2025,"{'product_id': 4831, 'brand': 'ΝΟΥΝΟΥ', 'detailed_category': 'Είδη πρωινού & Ροφήματα', 'sub_category': 'Γάλατα & Φυτικά ροφήματα Μακράς διαρκείας', 'sub_sub_category': 'Γάλατα Συμπυκνωμένα', 'unit': 'ανά λιτ', 'catalog_description': 'ΝΟΥΝΟΥ ΓΑΛΑ ΣΥΜΠΥΚΝΩΜΕΝΟ 96/170G', 'logo': 'ΝΟΥΝΟΥ_170GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
13,5201704064717,ΚΟΛΙΟΣ ΑΓΕΛΑΔΟΣ 3.85% 200ΓΡ.3ΠΛΟ,2.11,3.52,247108.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,synka,17-09-2025,23-09-2025,
13,5201704265329,ΚΟΛΙΟΣ ΣΤΡΑΓΓΙΣΤΟ 5% 170ΓΡ.3ΠΛΟ,2.53,4.96,278494.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,synka,17-09-2025,23-09-2025,
14,5201704265336,ΚΟΛΙΟΣ ΣΤΡΑΓΓΙΣΤΟ 2% 170ΓΡ.3ΠΛΟ,2.53,4.96,278492.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,synka,17-09-2025,23-09-2025,
14,5201704064700,ΚΟΛΙΟΣ ΑΓΕΛΑΔΟΣ 2% 200ΓΡ.3ΠΛΟ,2.11,3.52,247109.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,synka,17-09-2025,23-09-2025,
15,2925009000000,ΛΕΣΒΙΓΑΛ ΦΕΤΑ ΠΟΠ ΜΥΤΙΛΗΝΗΣ ΑΙΓΟΠΡΟΒ.ΔΟΧ.15Κ(ΚΙΛΟ),9.40,9.40,292180.jpg,0,Τυρί Φέτα,kg,,synka,17-09-2025,23-09-2025,
16,2706815000000,GOUDA ΦΡΑΤΖΟΛΑ ΓΕΡΜΑΝΙΑΣ ΕΙΣ (ΚΙΛΟ),7.20,7.20,50887.jpg,0,Τυρί Γκούντα,kg,,synka,17-09-2025,23-09-2025,
17,2706405000000,ΤΥΡΙ ΕΛΑΦΡΥ ΠΛΑΓΙΑ ΦΡΑΤΖ.ΕΙΣ.(ΚΙΛΟ)HELL.FARMS,7.69,7.69,283594.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,synka,17-09-2025,23-09-2025,
18,5203278048117,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΤΟΜΑΤΟΧΥΜΟΣ 500ΓΡ,0.54,1.08,279439.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,synka,17-09-2025,23-09-2025,
18,5201330410001,ΓΚΡΕΚΑ ΕΛΑΦ.ΣΥΜΠ.ΧΥΜΟΣ ΤΟΜΑΤΑΣ 500ΓΡ,0.68,1.36,249950.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,synka,17-09-2025,23-09-2025,
19,5203683113004,ΑΥΓΑ ΑΧΥΡΩΝΑ 53+ΓΡ.6ΑΔΑ ΧΑΡΤ.ΘΗΚΗ ΛΑΔΑΚΗ,2.27,0.38,187464.jpg,0,Αυγά,τμχ,,synka,17-09-2025,23-09-2025,"{'product_id': 3239, 'brand': 'ΗΠΕΙΡΟΣ', 'detailed_category': 'Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί', 'sub_category': 'Βούτυρα', 'sub_sub_category': 'Βούτυρο γάλακτος', 'unit': 'ανά κιλ', 'catalog_description': 'ΗΠΕΙΡΟΣ ΛΙΩΜ. ΒΟΥΤΥΡΟ ΓΑΛΑΚΤ. ΠΛ. Δ. 12/500G', 'logo': 'Ηπειρος_Λιωμένο_Γάλα_Βάσει_500GR.jpg', 'permanent_discount': False, 'match_method': 'category', 'match_confidence': 0.5}"
20,5201106272802,ΦΑΣΤ CLASSIC ΜΑΡΓΑΡΙΝΗ 225ΓΡ,0.95,4.22,283133.jpg,0,Μαργαρίνες,kg,,synka,17-09-2025,23-09-2025,"{'product_id': 4088, 'brand': 'ΦΑΣΤ', 'detailed_category': 'Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί', 'sub_category': 'Μαργαρίνες', 'sub_sub_category': 'Μαργαρίνες', 'unit': 'ανά κιλ', 'catalog_description': 'ΦΑΣΤ CLASSIC 12/225G', 'logo': 'Fast_CLASSIC_BRICK_225GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
21,5203278061246,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΕΞ.ΠΑΡΘ.ΕΛΑΙΟΛ.PET 1L,6.99,6.99,294391.jpg,1,Παρθένο Ελαιόλαδο,lt,,synka,17-09-2025,23-09-2025,
22,5203278010817,MR GRAND ΗΛΙΕΛΑΙΟ 1L ,1.99,1.99,279486.jpg,1,Ηλιέλαιο,lt,,synka,17-09-2025,23-09-2025,
23,5203278015447,MR GRAND ΑΡΑΚΑΣ 450ΓΡ,1.26,2.80,280147.jpg,1,Λαχανικά Κατεψυγμένα,kg,,synka,17-09-2025,23-09-2025,
23,5203278015430,MR GRAND ΦΑΣΟΛΑΚΙΑ ΣΤΡΟΓ.450ΓΡ,1.26,2.80,280150.jpg,1,Λαχανικά Κατεψυγμένα,kg,,synka,17-09-2025,23-09-2025,
23,5202977021018,ΑΙΝΟΣ ΑΡΑΚΑΣ 1000ΓΡ.,2.94,2.94,138136.jpg,0,Λαχανικά Κατεψυγμένα,kg,,synka,17-09-2025,23-09-2025,"{'product_id': 3732, 'brand': 'ΑΙΝΟΣ', 'detailed_category': 'Κατεψυγμένα', 'sub_category': 'Κατεψυγμένα Λαχανικά & Φρούτα', 'sub_sub_category': 'Λαχανικά κατεψυγμένα', 'unit': 'ανά κιλ', 'catalog_description': 'AINOS PEAS 1KG', 'logo': 'Ainos_PEAS_1KG.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
23,5202977021025,ΑΙΝΟΣ ΦΑΣΟΛΑΚΙ ΣΤΡΟΓΓ.1000ΓΡ,2.94,2.94,138139.jpg,0,Λαχανικά Κατεψυγμένα,kg,,synka,17-09-2025,23-09-2025,
24,5206558099120,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUGARTIA 1K.EE ,0.75,0.75,283306.jpg,0,Λευκή Ζάχαρη,kg,,synka,17-09-2025,23-09-2025,"{'product_id': 4655, 'brand': 'SUGARTIA', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Ζάχαρη & Υποκατάστατα ζάχαρης', 'sub_sub_category': 'Ζάχαρη Λευκή', 'unit': 'ανά κιλ', 'catalog_description': 'SUGARTIA ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛ. ΕΙΣ 10/1KG', 'logo': 'Sugartia_ZAXARH_LEYKH_KRYSTALLIKH_1K.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
24,5200120912039,ΖΑΧΑΡΗ 1 ΚΙΛΟΥ ROYAL SUGAR Ε.Ε,0.75,0.75,207585.jpg,0,Λευκή Ζάχαρη,kg,,synka,17-09-2025,23-09-2025,"{'product_id': 4654, 'brand': 'ROYAL', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Ζάχαρη & Υποκατάστατα ζάχαρης', 'sub_sub_category': 'Ζάχαρη Λευκή', 'unit': 'ανά κιλ', 'catalog_description': 'ROYAL SUGAR ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣ. ΕΙΣ. 10/1KG', 'logo': 'Royal_ZAXARH_KRYSTALIKH_EYR_ENOSHS.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
25,8716200228718,ΝΟΥΝΟΥ FARINE LACTE 300ΓΡ,3.73,12.43,57753.jpg,0,Κρέμες για βρέφη,kg,,synka,17-09-2025,23-09-2025,
26,5202353004819,ALMIRON GROWING UP 1+ 1 LTR.ΦΙΑΛΗ,1.77,1.77,169986.jpg,0,Γάλα για βρέφη,kg,,synka,17-09-2025,23-09-2025,
27,5203278015652,MR GRAND ΚΑΦΕΣ ΕΛΛΗΝ.ΠΡΑΣΙΝΟΣ 96ΓΡ,1.62,16.88,276682.jpg,1,Ελληνικός Καφές,kg,,synka,17-09-2025,23-09-2025,
28,5203278013979,MR GRAND ΚΑΦΕΣ ΣΤΙΓΜ. MAITRE 100ΓΡ,3.07,30.70,276684.jpg,1,Στιγμιαίος Καφές,kg,,synka,17-09-2025,23-09-2025,
29,5203278060287,MR GRAND ΚΑΦΕΣ ΦΙΛΤΡΟΥ ΚΛΑΣΣΙΚΟΣ 250ΓΡ,4.85,19.40,296308.jpg,1,Γαλλικός Καφές,kg,,synka,17-09-2025,23-09-2025,
30,5200123070194,ISOSTEVIA LIQUID 60ML. ΧΩΡ.ΓΛΟΥΤΕΝΗ ,2.77,46.17,281812.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,synka,17-09-2025,23-09-2025,
32,5201399011270,3Α ΦΑΚΕΣ ΨΙΛΕΣ ΕΙΣ.Φ.500ΓΡ,1.61,3.22,6377.jpg,0,Φακές,kg,,synka,17-09-2025,23-09-2025,"{'product_id': 4422, 'brand': '3AΛΦΑ', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Όσπρια', 'sub_sub_category': 'Φακές', 'unit': 'ανά κιλ', 'catalog_description': '3ΑΛΦΑ ΦΑΚΕΣ ΨΙΛΕΣ 20/500G', 'logo': '3αλφα_LENTILS_THIN_500GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
32,5203278015751,MR GRAND ΦΑΚΕΣ ΨΙΛΕΣ 500ΓΡ,1.11,2.22,279463.jpg,1,Φακές,kg,,synka,17-09-2025,23-09-2025,"{'product_id': 4424, 'brand': 'AGRINO', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Όσπρια', 'sub_sub_category': 'Φακές', 'unit': 'ανά κιλ', 'catalog_description': 'AGRINO ΦΑΚΕΣ ΨΙΛΕΣ 500 G', 'logo': 'Agrino_LENTILS_THIN_500GR.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.8}"
33,5203278025590,MR GRAND Φ.ΧΥΜ.ΠΟΡΤΟΚΑΛΙ 1L,1.73,1.73,278821.jpg,1,Χυμός Πορτοκάλι,lt,,synka,17-09-2025,23-09-2025,
35,5201395170537,DIXAN GEL MULTICOROR 32Μ(1.44L) ,5.12,0.16,291671.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,synka,17-09-2025,23-09-2025,
35,5201395170636,DIXAN GEL OCEAN 32Μ(1.44L) ,5.12,0.16,291672.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,synka,17-09-2025,23-09-2025,
35,5201395170742,DIXAN GEL SPRING FRESH 32Μ(1.44L) ,5.12,0.16,291673.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,synka,17-09-2025,23-09-2025,
36,15203278061403,MR GRAND ΥΓΡΟ ΓΕΝΙΚΗΣ ΧΡΗΣΗΣ ΚΕΡΑΣΙ 4L ,2.69,0.67,292284.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,synka,17-09-2025,23-09-2025,
36,5203278057485,MR GRAND ΥΓΡΟ ΓΕΝ.ΚΑΘΑΡ.ULTRA GREEN APPLE 2L,1.89,0.95,291149.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,synka,17-09-2025,23-09-2025,
36,5203278057461,MR GRAND ΥΓΡΟ ΓΕΝ.ΚΑΘΑΡ.ULTRA ΓΙΑΣΕΜΙ 2L,1.89,0.95,291150.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,synka,17-09-2025,23-09-2025,
37,5203278056853,MR GRAND ΠΙΑΤ.LEMON FRESH 500ML ,0.95,1.90,286286.jpg,1,Απορρυπαντικά Πιάτων,lt,,synka,17-09-2025,23-09-2025,
37,15203278056867,MR GRAND ΠΙΑΤ.ORANGE FRESH 500ML ,0.95,1.90,286287.jpg,1,Απορρυπαντικά Πιάτων,lt,,synka,17-09-2025,23-09-2025,
37,5203278056846,MR GRAND ΠΙΑΤ.FRESH NOTES 500ML,0.95,1.90,291153.jpg,1,Απορρυπαντικά Πιάτων,lt,,synka,17-09-2025,23-09-2025,
38,5200251192126,SOFTEX Ρ.Κ PRO ECO 2Φ 433ΓΡ,1.94,4.48,293337.jpg,0,Χαρτί Κουζίνας,kg,,synka,17-09-2025,23-09-2025,
39,15203278022466,MR GRAND ΟΔΟΝ/ΜΑ TOTAL 100ML ,0.99,9.90,282390.jpg,1,Οδοντόκρεμα,kg,,synka,17-09-2025,23-09-2025,
39,5202663198079,MR GRAND ΟΔΟΝ/ΜΑ WHITENING 100ML,0.99,9.90,291148.jpg,1,Οδοντόκρεμα,kg,,synka,17-09-2025,23-09-2025,
40,15200251190280,SOFTEX X/Y PURE CLASSIC 8ΑΡΙ 2Φ.496ΓΡ.,2.20,4.44,287750.jpg,0,Χαρτί Υγείας,τμχ,,synka,17-09-2025,23-09-2025,
40,5203278054262,MR GRAND Χ.ΥΓ.20ΑΡΙ DECO ΧΡΩΜΑ 2Φ 1800ΓΡ,6.88,3.82,279359.jpg,1,Χαρτί Υγείας,τμχ,,synka,17-09-2025,23-09-2025,
41,7310791245607,LIBRESSE NORMAL ULTRA WING 20T,2.22,0.11,153161.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,synka,17-09-2025,23-09-2025,
41,7322540388442,LIBRESSE LONG ULTRA WING 16T,2.22,0.14,153160.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,synka,17-09-2025,23-09-2025,
